ID,Name,Description,CLTS_BIPA,CLTS_Name
_u0259u0324,ə̤,breathy unrounded mid central vowel,,
ts_u0074u032Au0073,t̪s,voiceless dental sibilant affricate consonant,,
kh_u03C7,χ,voiceless uvular fricative consonant,,
u_u028Au0259,ʊə,from rounded near-close near-back to unrounded mid central diphthong,,
io_u0069u00F8,iø,from unrounded close front to rounded close-mid front diphthong,,
ie_u0069u02D0u025B,iːɛ,from long unrounded close front to unrounded open-mid front diphthong,,
jau_u006Au0061u0075u032F,jau̯,,,
ts_u0074u02E2,tˢ,voiceless alveolar sibilant affricate consonant,,
u_u0259u0075u032F,əu̯,from unrounded mid central to non-syllabic rounded close back diphthong,,
u_u028Au031E,ʊ̞,lowered rounded near-close near-back vowel,,
oi_u006Fu031Eu0069u032F,o̞i̯,from rounded mid back to non-syllabic unrounded close front diphthong,,
dzh_u0064u0291u02B0,dʑʰ,aspirated voiced alveolo-palatal sibilant affricate consonant,,
au_u0061u0303u0075u0303,ãũ,from nasalized unrounded open front to nasalized rounded close back diphthong,,
v_u028Bu0329,ʋ̩,syllabic voiced labio-dental approximant consonant,,
a_u0251u0303u02D0,ɑ̃ː,long nasalized unrounded open back vowel,,
je_u006Au0065u0303,jẽ,from non-syllabic unrounded close front to nasalized unrounded close-mid front diphthong,,
r_u0072,r,voiced alveolar trill consonant,,
tc_u0074u033Au0255u033Au02BC,t̺ɕ̺ʼ,voiceless apical alveolo-palatal ejective sibilant affricate consonant,,
uo_u0075u032Fu006F,u̯o,from non-syllabic rounded close back to rounded close-mid back diphthong,,
j_u006Au02D0u02D0,jːː,long voiced palatal approximant consonant,,
ie_u0069u032Fu0065u0303,i̯ẽ,from non-syllabic unrounded close front to nasalized unrounded close-mid front diphthong,,
iu_u026Au0075,ɪu,from unrounded near-close near-front to rounded close back diphthong,,
mh_u006Du02B1,mʱ,breathy voiced bilabial nasal consonant,,
o_u0254u031Fu031C,ɔ̟̜,advanced less-rounded rounded open-mid back vowel,,
r_u0279u0325,ɹ̥,devoiced voiced alveolar approximant consonant,,
nj_u006Eu0320u02B2,n̠ʲ,retracted palatalized voiced alveolar nasal consonant,,
r_u0072u02E4,rˤ,pharyngealized voiced alveolar trill consonant,,
ea_u025Bu0250,ɛɐ,from unrounded open-mid front to unrounded near-open central diphthong,,
v_u028B,ʋ,voiced labio-dental approximant consonant,,
tw_u0074u032Au02BCu02B7,t̪ʼʷ,labialized voiceless dental ejective stop consonant,,
u_u0075,u,rounded close back vowel,,
mj_u006Du0325u02B2u02D0,m̥ʲː,palatalized long devoiced voiced bilabial nasal consonant,,
wei_u0077u0065u0069u032F,wei̯,,,
au_u0061u02D0u0075u032F,aːu̯,from long unrounded open front to non-syllabic rounded close back diphthong,,
io_u026Au032Fu0254,ɪ̯ɔ,from non-syllabic unrounded near-close near-front to rounded open-mid back diphthong,,
kwj_u006Bu02B7u02B2,kʷʲ,palatalized labialized voiceless velar stop consonant,,
a_u0061u0320u02D0,a̠ː,long retracted unrounded open front vowel,,
dz_u0064u007Au033B,dz̻,voiced laminal alveolar sibilant affricate consonant,,
i_u0069,i,unrounded close front vowel,,
e_u025Eu0320u02D0,ɞ̠ː,long retracted rounded open-mid central vowel,,
oi_u0254u0069,ɔi,from rounded open-mid back to unrounded close front diphthong,,
qw_u0071u02B7u02BC,qʷʼ,labialized voiceless uvular ejective stop consonant,,
jh_u006Au02B0,jʰ,aspirated voiced palatal approximant consonant,,
l_u026Cu02D0,ɬː,long voiceless alveolar lateral fricative consonant,,
ts_u0288u033Bu0282u033B,ʈ̻ʂ̻,voiceless laminal retroflex sibilant affricate consonant,,
a_u0061u02E4,aˤ,pharyngealized unrounded open front vowel,,
r_u027Du030A,ɽ̊,devoiced voiced retroflex tap consonant,,
yoe_u0079u0303u0153,ỹœ,from nasalized rounded close front to rounded open-mid front diphthong,,
j_u006Au02D0,jː,long voiced palatal approximant consonant,,
e_u025Bu02E4,ɛˤ,pharyngealized unrounded open-mid front vowel,,
tc_u0074u0255,tɕ,voiceless alveolo-palatal sibilant affricate consonant,,
ua_u0075u0303u0061u0303,ũã,from nasalized rounded close back to nasalized unrounded open front diphthong,,
hpj_u02B0u0070u02B2,ʰpʲ,pre-aspirated palatalized voiceless bilabial stop consonant,,
thwj_u0074u032Au02B0u02B7u02B2,t̪ʰʷʲ,palatalized labialized aspirated voiceless dental stop consonant,,
l_u026Du0325,ɭ̥,devoiced voiced retroflex lateral approximant consonant,,
iae_u0069u00E6,iæ,from unrounded close front to unrounded near-open front diphthong,,
y_u0079u0330,y̰,creaky rounded close front vowel,,
ntj_u207Fu0074u02B2,ⁿtʲ,pre-nasalized palatalized voiceless alveolar stop consonant,,
ae_u0061u0065,ae,from unrounded open front to unrounded close-mid front diphthong,,
s_u0073u032Au02E4,s̪ˤ,pharyngealized voiceless dental sibilant fricative consonant,,
uai_u0075u0251u0069,uɑi,,,
l_u006Cu0325u02D0,l̥ː,long devoiced voiced alveolar lateral approximant consonant,,
th_u0074u033Bu02B0,t̻ʰ,aspirated voiceless laminal alveolar stop consonant,,
ua_u0075u0251,uɑ,from rounded close back to unrounded open back diphthong,,
i_u0028u0069u02D0u0029,(iː),long unrounded close front vowel,,
y_u0079u0324,y̤,breathy rounded close front vowel,,
ts_u0074u0073u02BC,tsʼ,voiceless alveolar ejective sibilant affricate consonant,,
u_u0289,ʉ,rounded close central vowel,,
i_u0069u0259,iə,from unrounded close front to unrounded mid central diphthong,,
th_u0074u032Au02B0,t̪ʰ,aspirated voiceless dental stop consonant,,
ie_u026Au0303u025Bu02D0,ɪ̃ɛː,from nasalized unrounded near-close near-front to long unrounded open-mid front diphthong,,
ng_u014B,ŋ,voiced velar nasal consonant,,
kh_u03C7u02D0,χː,long voiceless uvular fricative consonant,,
gw_u0261u02B7,ɡʷ,labialized voiced velar stop consonant,,
z_u007Au032A,z̪,voiced dental sibilant fricative consonant,,
sw_u0283u02D0u02B7,ʃːʷ,labialized long voiceless post-alveolar sibilant fricative consonant,,
z_u0292u033A,ʒ̺,voiced apical post-alveolar sibilant fricative consonant,,
lg_u006Cu032Au02E0,l̪ˠ,velarized voiced dental lateral approximant consonant,,
n_u006Eu02D0u02D0,nːː,long voiced alveolar nasal consonant,,
o_u00F8u02D0,øː,long rounded close-mid front vowel,,
e_u0065u0259,eə,from unrounded close-mid front to unrounded mid central diphthong,,
ai_u0061u02D0u0069u032F,aːi̯,from long unrounded open front to non-syllabic unrounded close front diphthong,,
a_u0251u031Fu0324,ɑ̟̤,advanced breathy unrounded open back vowel,,
tlhw_u0074u026Cu02B0u02B7,tɬʰʷ,labialized aspirated voiceless alveolar lateral affricate consonant,,
oee_u0153u031Eu025Bu031E,œ̞ɛ̞,from lowered rounded open-mid front to lowered unrounded open-mid front diphthong,,
lg_u006Cu02E0,lˠ,velarized voiced alveolar lateral approximant consonant,,
je_u006Au0065,je,from non-syllabic unrounded close front to unrounded close-mid front diphthong,,
i_u0268u02D0,ɨː,long unrounded close central vowel,,
ng_u014Bu02D0,ŋː,long voiced velar nasal consonant,,
ntc_u207Fu0074u0255,ⁿtɕ,pre-nasalized voiceless alveolo-palatal sibilant affricate consonant,,
hg_u02B1u0261,ʱɡ,pre-breathy-aspirated voiced velar stop consonant,,
hl_u02B1u006C,ʱl,pre-breathy-aspirated voiced alveolar lateral approximant consonant,,
b_u0062,b,voiced bilabial stop consonant,,
sh_u0283u02B0,ʃʰ,aspirated voiceless post-alveolar sibilant fricative consonant,,
bh_u0062u02B1,bʱ,breathy voiced bilabial stop consonant,,
qj_u0071u02B2u02BC,qʲʼ,palatalized voiceless uvular ejective stop consonant,,
z_u0292u0329,ʒ̩,syllabic voiced post-alveolar sibilant fricative consonant,,
m_u006Du02D0,mː,long voiced bilabial nasal consonant,,
nqw_u207Fu0071u02B7,ⁿqʷ,pre-nasalized labialized voiceless uvular stop consonant,,
ie_u0069u0065,ie,from unrounded close front to unrounded close-mid front diphthong,,
ju_u006Au0075,ju,from non-syllabic unrounded close front to rounded close back diphthong,,
w_u02BCu0077,ʼw,pre-glottalized voiced labio-velar approximant consonant,,
n_u006Eu032Au0329,n̪̩,syllabic voiced dental nasal consonant,,
eu_u025Bu0075,ɛu,from unrounded open-mid front to rounded close back diphthong,,
wa_u0077u0061,wa,from non-syllabic rounded close back to unrounded open front diphthong,,
ui_u0264u0069,ɤi,from unrounded close-mid back to unrounded close front diphthong,,
l_u026Bu033A,ɫ̺,velarized voiced apical alveolar lateral approximant consonant,,
kw_u006Bu02BCu02D0u02B7,kʼːʷ,labialized long voiceless velar ejective stop consonant,,
a_u0252u02D0,ɒː,long rounded open back vowel,,
sw_u0073u0302u02BCu02B7,ŝʼʷ,labialized voiceless post-alveolar ejective sibilant fricative consonant,,
j_u029Du02D0,ʝː,long voiced palatal fricative consonant,,
u_u0075u0330,ṵ,creaky rounded close back vowel,,
ea_u025Bu0061u031F,ɛa̟,from unrounded open-mid front to advanced unrounded open front diphthong,,
ua_u0264u0251,ɤɑ,from unrounded close-mid back to unrounded open back diphthong,,
e_u025Eu031C,ɞ̜,less-rounded rounded open-mid central vowel,,
qh_u0071u02B0,qʰ,aspirated voiceless uvular stop consonant,,
f_u0066,f,voiceless labio-dental fricative consonant,,
w_u0259u026Fu0303,əɯ̃,from unrounded mid central to nasalized unrounded close back diphthong,,
lj_u006Cu02B2,lʲ,palatalized voiced alveolar lateral approximant consonant,,
dz_u0064u0325u0292u030A,d̥ʒ̊,devoiced voiced post-alveolar sibilant affricate consonant,,
kj_u006Bu02B2u02D0,kʲː,palatalized long voiceless velar stop consonant,,
e_u0065,e,unrounded close-mid front vowel,,
ow_u006Fu0077,ow,from rounded close-mid back to non-syllabic rounded close back diphthong,,
yo_u0079u006F,yo,from rounded close front to rounded close-mid back diphthong,,
jh_u025Fu02B0,ɟʰ,aspirated voiced palatal stop consonant,,
i_u0259u0268,əɨ,from unrounded mid central to unrounded close central diphthong,,
ui_u0075u0259u0069,uəi,,,
mw_u006Du02B7,mʷ,labialized voiced bilabial nasal consonant,,
tsh_u0074u0283u033Bu02B0,tʃ̻ʰ,aspirated voiceless laminal post-alveolar sibilant affricate consonant,,
qj_u0071u02BCu02B2,qʼʲ,palatalized voiceless uvular ejective stop consonant,,
_u0259,ə,unrounded mid central vowel,,
oi_u0254u026A,ɔɪ,from rounded open-mid back to unrounded near-close near-front diphthong,,
a_u0251u0324,ɑ̤,breathy unrounded open back vowel,,
tw_u0074u02BCu02B7,tʼʷ,labialized voiceless alveolar ejective stop consonant,,
lzj_u026Eu02B2,ɮʲ,palatalized voiced alveolar lateral fricative consonant,,
n_u0272u030A,ɲ̊,devoiced voiced palatal nasal consonant,,
z_u007Au0347,z͇,voiced alveolar fricative consonant,,
rj_u0072u0325u02B2u02D0,r̥ʲː,palatalized long devoiced voiced alveolar trill consonant,,
d_u0064u02E4,dˤ,pharyngealized voiced alveolar stop consonant,,
ou_u006Fu028A,oʊ,from rounded close-mid back to rounded near-close near-back diphthong,,
wm_u02B7u006D,ʷm,pre-labialized voiced bilabial nasal consonant,,
j_u02BCu006A,ʼj,pre-glottalized voiced palatal approximant consonant,,
ei_u0258u0069,ɘi,from unrounded close-mid central to unrounded close front diphthong,,
zj_u007Au032Au02B2,z̪ʲ,palatalized voiced dental sibilant fricative consonant,,
wd_u02B7u0064,ʷd,pre-labialized voiced alveolar stop consonant,,
z_u007Au033A,z̺,voiced apical alveolar sibilant fricative consonant,,
oj_u0254u006A,ɔj,from rounded open-mid back to unrounded close front diphthong,,
aee_u00E6u0065,æe,from unrounded near-open front to unrounded close-mid front diphthong,,
i_u0259u0069u0303,əĩ,from unrounded mid central to nasalized unrounded close front diphthong,,
n_u006Eu0325u02D0,n̥ː,long devoiced voiced alveolar nasal consonant,,
a_u0061,a,unrounded open front vowel,,
m_u006Du02D0u02D0,mːː,long voiced bilabial nasal consonant,,
b_u0062u02D0,bː,long voiced bilabial stop consonant,,
wi_u026Fu0069,ɯi,from unrounded close back to unrounded close front diphthong,,
ja_u006Au0061u02D0,jaː,from non-syllabic unrounded close front to long unrounded open front diphthong,,
o_u006Fu0330,o̰,creaky rounded close-mid back vowel,,
tj_u0074u032Au02BCu02B2,t̪ʼʲ,palatalized voiceless dental ejective stop consonant,,
j_u006Au030A,j̊,devoiced voiced palatal approximant consonant,,
ua_u0075u0324u0061,ṳa,from breathy rounded close back to unrounded open front diphthong,,
au_u0061u028Au0303,aʊ̃,from unrounded open front to nasalized rounded near-close near-back diphthong,,
u_u0075u02D0u02D0,uːː,ultra-long rounded close back vowel,,
c_u0063u0327,ç,voiceless palatal sibilant fricative consonant,,
o_u0259u006F,əo,from unrounded mid central to rounded close-mid back diphthong,,
dj_u0064u0320u02B2,d̠ʲ,palatalized voiced post-alveolar stop consonant,,
u_u0259u0075,əu,from unrounded mid central to rounded close back diphthong,,
a_u0251u0324u02D0,ɑ̤ː,long breathy unrounded open back vowel,,
h_u0068,h,voiceless glottal fricative consonant,,
u_u0075u02D0u028C,uːʌ,from long rounded close back to unrounded open-mid back diphthong,,
ue_u0075u0065,ue,from rounded close back to unrounded close-mid front diphthong,,
lz_u026Eu033A,ɮ̺,voiced apical alveolar lateral fricative consonant,,
tsh_u0074u0283u02D0u02B0,tʃːʰ,aspirated long voiceless post-alveolar sibilant affricate consonant,,
z_u007Au032Au033B,z̪̻,voiced laminal dental sibilant fricative consonant,,
oe_u0153u0330u02D0,œ̰ː,long creaky rounded open-mid front vowel,,
z_u007Au02D0,zː,long voiced alveolar sibilant fricative consonant,,
n_u006Eu0329,n̩,syllabic voiced alveolar nasal consonant,,
c_u0028u0255u0029,(ɕ),voiceless alveolo-palatal sibilant fricative consonant,,
i_u0069u02E4,iˤ,pharyngealized unrounded close front vowel,,
ai_u0251u0069,ɑi,from unrounded open back to unrounded close front diphthong,,
w_u0259u0077,əw,from unrounded mid central to non-syllabic rounded close back diphthong,,
e_u0065u031Eu0303,ẽ̞,nasalized unrounded mid front vowel,,
e_u025Bu0324,ɛ̤,breathy unrounded open-mid front vowel,,
sjh_u0073u02B2u02B0,sʲʰ,palatalized aspirated voiceless alveolar sibilant fricative consonant,,
ua_u0075u0324u0250,ṳɐ,from breathy rounded close back to unrounded near-open central diphthong,,
ow_u0254u0077,ɔw,from rounded open-mid back to non-syllabic rounded close back diphthong,,
tsh_u0288u0282u02B0,ʈʂʰ,aspirated voiceless retroflex sibilant affricate consonant,,
kwh_u006Bu02B7u02B0,kʷʰ,labialized aspirated voiceless velar stop consonant,,
nc_u207Fu0063,ⁿc,pre-nasalized voiceless palatal stop consonant,,
k_u006Bu02D0,kː,long voiceless velar stop consonant,,
ua_u0075u032Fu0061,u̯a,from non-syllabic rounded close back to unrounded open front diphthong,,
g_u0067u02D0,gː,long voiced velar stop consonant,,
r_u0072u0329,r̩,syllabic voiced alveolar trill consonant,,
a_u0251u031D,ɑ̝,raised unrounded open back vowel,,
i_u028Cu0069,ʌi,from unrounded open-mid back to unrounded close front diphthong,,
uo_u0075u006F,uo,from rounded close back to rounded close-mid back diphthong,,
dz_u0064u033Bu0292u033B,d̻ʒ̻,voiced laminal post-alveolar sibilant affricate consonant,,
ei_u025Bu0324u0069u0324,ɛ̤i̤,from breathy unrounded open-mid front to breathy unrounded close front diphthong,,
a_u0061u0308,ä,centralized unrounded open front vowel,,
i_u026A,ɪ,unrounded near-close near-front vowel,,
e_u025Bu031D,ɛ̝,raised unrounded open-mid front vowel,,
o_u0254u031Du02D0,ɔ̝ː,long raised rounded open-mid back vowel,,
c_u0255u02D0,ɕː,long voiceless alveolo-palatal sibilant fricative consonant,,
ai_u0061u0069u032F,ai̯,from unrounded open front to non-syllabic unrounded close front diphthong,,
mg_u006Du02E0,mˠ,velarized voiced bilabial nasal consonant,,
y_u028Eu031F,ʎ̟,voiced alveolo-palatal lateral approximant consonant,,
w_u0294u02BCu02B7,ʔʼʷ,labialized voiceless glottal ejective stop consonant,,
ie_u0069u0065u0303,iẽ,from unrounded close front to nasalized unrounded close-mid front diphthong,,
y_u0259u0079,əy,from unrounded mid central to rounded close front diphthong,,
wz_u02B7u007A,ʷz,pre-labialized voiced alveolar sibilant fricative consonant,,
m_u006Du0325u02D0,m̥ː,long devoiced voiced bilabial nasal consonant,,
joi_u006Au006Fu0069,joi,,,
dz_u0064u033Au0292u033A,d̺ʒ̺,voiced apical post-alveolar sibilant affricate consonant,,
tsw_u0074u032Au0073u032Au02B7,t̪s̪ʷ,labialized voiceless dental sibilant affricate consonant,,
nj_u006Eu0325u02B2,n̥ʲ,palatalized devoiced voiced alveolar nasal consonant,,
a_u0251,ɑ,unrounded open back vowel,,
ao_u0251u006F,ɑo,from unrounded open back to rounded close-mid back diphthong,,
o_u0254u0330,ɔ̰,creaky rounded open-mid back vowel,,
i_u0268u0320,ɨ̠,retracted unrounded close central vowel,,
ae_u00E6u02D0,æː,long unrounded near-open front vowel,,
tsw_u0288u0282u02B7,ʈʂʷ,labialized voiceless retroflex sibilant affricate consonant,,
aj_u0251u006A,ɑj,from unrounded open back to non-syllabic unrounded close front diphthong,,
ar_u0251u02DE,ɑ˞,rhotacized unrounded open back vowel,,
r_u0072u033Au0325,r̺̥,devoiced voiced apical alveolar trill consonant,,
hc_u02B0u0063,ʰc,pre-aspirated voiceless palatal stop consonant,,
a_u0251u0306,ɑ̆,ultra-short unrounded open back vowel,,
j_u029Du031E,ʝ̞,lowered voiced palatal fricative consonant,,
a_u0251u031E,ɑ̞,lowered unrounded open back vowel,,
nh_u006Eu032Au02B1,n̪ʱ,breathy voiced dental nasal consonant,,
wa_u026Fu0324u0061,ɯ̤a,from breathy unrounded close back to unrounded open front diphthong,,
io_u0069u006F,io,from unrounded close front to rounded close-mid back diphthong,,
q_u0071u02BCu02D0,qʼː,long voiceless uvular ejective stop consonant,,
cc_u0063u0063u0327u02D0,cçː,long voiceless palatal affricate consonant,,
twj_u0074u032Au02BCu02B7u02B2,t̪ʼʷʲ,palatalized labialized voiceless dental ejective stop consonant,,
hp_u02B0u0070,ʰp,pre-aspirated voiceless bilabial stop consonant,,
o_u0254u031Cu0303u02D0,ɔ̜̃ː,long less-rounded nasalized rounded open-mid back vowel,,
c_u0255,ɕ,voiceless alveolo-palatal sibilant fricative consonant,,
o_u006F,o,rounded close-mid back vowel,,
i_u0268u031Eu0330,ɨ̞̰,lowered creaky unrounded close central vowel,,
_u0259u0330,ə̰,creaky unrounded mid central vowel,,
wj_u0077u031Cu02B2,w̜ʲ,syllabic palatalized voiced labio-velar approximant consonant,,
o_u0275u0259,ɵə,from rounded close-mid central to unrounded mid central diphthong,,
r_u0072u032A,r̪,voiced dental trill consonant,,
zj_u007Au02B2u02D0,zʲː,palatalized long voiced alveolar sibilant fricative consonant,,
ntsh_u207Fu0074u0073u02B0,ⁿtsʰ,pre-nasalized aspirated voiceless alveolar sibilant affricate consonant,,
tsw_u0074u0283u02D0u02B7,tʃːʷ,labialized long voiceless post-alveolar sibilant affricate consonant,,
uai_u0075u0061u0069,uai,,,
u_u0264u031Fu02D0,ɤ̟ː,long advanced unrounded close-mid back vowel,,
ts_u0074u032Au0073u032Au02D0,t̪s̪ː,long voiceless dental sibilant affricate consonant,,
wi_u0028u026Fu0069u032Fu0029,(ɯi̯),from unrounded close back to non-syllabic unrounded close front diphthong,,
u_u0264u0324,ɤ̤,breathy unrounded close-mid back vowel,,
tshwj_u0074u032Au0073u032Au02B0u02B7u02B2,t̪s̪ʰʷʲ,palatalized labialized aspirated voiceless dental sibilant affricate consonant,,
mj_u006Du02B2,mʲ,palatalized voiced bilabial nasal consonant,,
tj_u0288u02B2,ʈʲ,palatalized voiceless retroflex stop consonant,,
tw_u0074u02B7,tʷ,labialized voiceless alveolar stop consonant,,
hwsh_u02B0u02B7u0073u02B0,ʰʷsʰ,pre-labialized aspirated voiceless alveolar sibilant fricative consonant,,
ou_u00F8u0075,øu,from rounded close-mid front to rounded close back diphthong,,
nj_u0028u006Eu02B2u0029,(nʲ),palatalized voiced alveolar nasal consonant,,
a_u0251u031Fu0324u02D0,ɑ̟̤ː,long advanced breathy unrounded open back vowel,,
z_u007Au02E4,zˤ,pharyngealized voiced alveolar sibilant fricative consonant,,
ue_u0075u025C,uɜ,from rounded close back to unrounded open-mid central diphthong,,
aei_u00E6u0069,æi,from unrounded near-open front to unrounded close front diphthong,,
o_u00F8u0308,ø̈,centralized rounded close-mid front vowel,,
tsh_u0074u0283u033Au02B0,tʃ̺ʰ,aspirated voiceless apical post-alveolar sibilant affricate consonant,,
qkh_u0071u03C7u02BC,qχʼ,voiceless uvular ejective affricate consonant,,
a_u0028u0061u0303u0029,(ã),nasalized unrounded open front vowel,,
or_u006Fu02DE,o˞,rhotacized rounded close-mid back vowel,,
ts_u0074u0283u033B,tʃ̻,voiceless laminal post-alveolar sibilant affricate consonant,,
r_u027Fu0339,ɿ̹,more-rounded unrounded close with-friction back vowel,,
u_u0075u031C,u̜,less-rounded rounded close back vowel,,
s_u0073u02E4,sˤ,pharyngealized voiceless alveolar sibilant fricative consonant,,
ee_u025Eu0065u032F,ɞe̯,from rounded open-mid central to non-syllabic unrounded close-mid front diphthong,,
rg_u027Fu02E0,ɿˠ,velarized unrounded close with-friction back vowel,,
u_u028Au0306,ʊ̆,ultra-short rounded near-close near-back vowel,,
j_u025Fu031F,ɟ̟,advanced voiced palatal stop consonant,,
hb_u02B1u0062,ʱb,pre-breathy-aspirated voiced bilabial stop consonant,,
_u0259u02E4,əˤ,pharyngealized unrounded mid central vowel,,
h_u0266,ɦ,voiced glottal fricative consonant,,
i_u0069u031Eu02D0,i̞ː,long lowered unrounded close front vowel,,
bj_u0028u0062u02B2u0029,(bʲ),palatalized voiced bilabial stop consonant,,
nxh_u207Fu0078u02B0,ⁿxʰ,pre-nasalized aspirated voiceless velar fricative consonant,,
ue_u0075u025B,uɛ,from rounded close back to unrounded open-mid front diphthong,,
s_u0073u032Au033B,s̪̻,voiceless laminal dental sibilant fricative consonant,,
ia_u0069u0061,ia,from unrounded close front to unrounded open front diphthong,,
ng_u02BCu014B,ʼŋ,pre-glottalized voiced velar nasal consonant,,
xj_u0078u02B2u02D0,xʲː,palatalized long voiceless velar fricative consonant,,
zj_u0292u02B2,ʒʲ,palatalized voiced post-alveolar sibilant fricative consonant,,
w_u0077u031C,w̜,syllabic voiced labio-velar approximant consonant,,
_u028Cu02E4u02D0,ʌˤː,long pharyngealized unrounded open-mid back vowel,,
n_u0272u02D0,ɲː,long voiced palatal nasal consonant,,
oey_u0153u0079,œy,from rounded open-mid front to rounded close front diphthong,,
we_u0077u025Bu0303,wɛ̃,from non-syllabic rounded close back to nasalized unrounded open-mid front diphthong,,
i_u0259u0303u0069u0303,ə̃ĩ,from nasalized unrounded mid central to nasalized unrounded close front diphthong,,
l_u026Bu032A,ɫ̪,velarized voiced dental lateral approximant consonant,,
r_u0259u02DE,ə˞,rhotacized unrounded mid central vowel,,
au_u0061u0075,au,from unrounded open front to rounded close back diphthong,,
dh_u0256u0324u02B1,ɖ̤ʱ,breathy voiced retroflex stop consonant,,
l_u02C0u006C,ˀl,pre-glottalized voiced alveolar lateral approximant consonant,,
or_u0254u02DE,ɔ˞,rhotacized rounded open-mid back vowel,,
oi_u0254u0069u032F,ɔi̯,from rounded open-mid back to non-syllabic unrounded close front diphthong,,
ao_u0061u0303u006Fu0303,ãõ,from nasalized unrounded open front to nasalized rounded close-mid back diphthong,,
ei_u025Bu0069u032F,ɛi̯,from unrounded open-mid front to non-syllabic unrounded close front diphthong,,
_u028Cu02D0,ʌː,long unrounded open-mid back vowel,,
ae_u0061u025B,aɛ,from unrounded open front to unrounded open-mid front diphthong,,
ndz_u207Fu0256u0290,ⁿɖʐ,pre-nasalized voiced retroflex sibilant affricate consonant,,
_u0259u02D0u0303,əː̃,long nasalized unrounded mid central vowel,,
y_u0079u02D0u02D0,yːː,ultra-long rounded close front vowel,,
l_u006Cu02D0,lː,long voiced alveolar lateral approximant consonant,,
l_u02BCu006C,ʼl,pre-glottalized voiced alveolar lateral approximant consonant,,
iau_u0069u0251u0075,iɑu,,,
uu_u0075u0320u0075,u̠u,from retracted rounded close back to rounded close back diphthong,,
ui_u0075u0069,ui,from rounded close back to unrounded close front diphthong,,
u_u028Au033D,ʊ̽,mid-centralized rounded near-close near-back vowel,,
ts_u0074u0282,tʂ,voiceless retroflex sibilant affricate consonant,,
k_u006Bu02BC,kʼ,voiceless velar ejective stop consonant,,
s_u0283u033A,ʃ̺,voiceless apical post-alveolar sibilant fricative consonant,,
o_u00F8u0324,ø̤,breathy rounded close-mid front vowel,,
iae_u0069u00E6u0303,iæ̃,from unrounded close front to nasalized unrounded near-open front diphthong,,
hws_u02B0u02B7u0073,ʰʷs,pre-labialized voiceless alveolar sibilant fricative consonant,,
bg_u0062u02E0,bˠ,velarized voiced bilabial stop consonant,,
dh_u0064u032Au02B0,d̪ʰ,aspirated voiced dental stop consonant,,
ui_u0075u0303u0069u0303,ũĩ,from nasalized rounded close back to nasalized unrounded close front diphthong,,
ts_u0074u033Bu0283u033B,t̻ʃ̻,voiceless laminal post-alveolar sibilant affricate consonant,,
p_u0070u02D0u02D0,pːː,long voiceless bilabial stop consonant,,
th_u0074u02B0,tʰ,aspirated voiceless alveolar stop consonant,,
ij_u0069u006A,ij,long non-syllabic unrounded close front vowel,,
y_u0079u0303u02D0,ỹː,long nasalized rounded close front vowel,,
ts_u0288u0282u02BC,ʈʂʼ,voiceless retroflex ejective sibilant affricate consonant,,
nj_u006Eu02B2u02D0u02D0,nʲːː,palatalized long voiced alveolar nasal consonant,,
oej_u0153u006A,œj,from rounded open-mid front to non-syllabic unrounded close front diphthong,,
c_u0063u02BC,cʼ,voiceless palatal ejective stop consonant,,
t_u0074u032A,t̪,voiceless dental stop consonant,,
e_u025Eu02D0,ɞː,long rounded open-mid central vowel,,
wj_u0077u02B2,wʲ,palatalized voiced labio-velar approximant consonant,,
z_u007A,z,voiced alveolar sibilant fricative consonant,,
wo_u0077u006Fu0303u02D0,wõː,from non-syllabic rounded close back to long nasalized rounded close-mid back diphthong,,
ai_u0252u02D0u0069u032F,ɒːi̯,from long rounded open back to non-syllabic unrounded close front diphthong,,
swj_u0073u032Au02B7u02B2,s̪ʷʲ,palatalized labialized voiceless dental sibilant fricative consonant,,
eae_u025Bu032Fu00E6u02D0,ɛ̯æː,from non-syllabic unrounded open-mid front to long unrounded near-open front diphthong,,
tsh_u0074u0347u0073u0347u02B0,t͇s͇ʰ,aspirated voiceless alveolar affricate consonant,,
uo_u0075u032Fu0254,u̯ɔ,from non-syllabic rounded close back to rounded open-mid back diphthong,,
ng_u006Eu032Au02E0,n̪ˠ,velarized voiced dental nasal consonant,,
dj_u0064u029D,dʝ,voiced alveolo-palatal sibilant affricate consonant,,
_u028Cu031Fu0324,ʌ̟̤,advanced breathy unrounded open-mid back vowel,,
u_u0264u0324u02D0,ɤ̤ː,long breathy unrounded close-mid back vowel,,
w_u026Fu031E,ɯ̞,lowered unrounded close back vowel,,
q_u0071u02E4,qˤ,pharyngealized voiceless uvular stop consonant,,
yi_u0079u0069u032F,yi̯,from rounded close front to non-syllabic unrounded close front diphthong,,
s_u0073u032Au02D0,s̪ː,long voiceless dental sibilant fricative consonant,,
n_u006Eu02E4,nˤ,pharyngealized voiced alveolar nasal consonant,,
wi_u026Fu026Au032F,ɯɪ̯,from unrounded close back to non-syllabic unrounded near-close near-front diphthong,,
ng_u02C0u014B,ˀŋ,pre-glottalized voiced velar nasal consonant,,
r_u0279u033A,ɹ̺,voiced apical alveolar approximant consonant,,
t_u0074u02BC,tʼ,voiceless alveolar ejective stop consonant,,
n_u006Eu033B,n̻,voiced laminal alveolar nasal consonant,,
